,Zip Code,Total population,Total population AGE,Total population AGE Under 5 years,Total population AGE 5 to 9 years,Total population AGE 10 to 14 years,Total population AGE 15 to 19 years,Total population AGE 20 to 24 years,Total population AGE 25 to 29 years,Total population AGE 30 to 34 years,Total population AGE 35 to 39 years,Total population AGE 40 to 44 years,Total population AGE 45 to 49 years,Total population AGE 50 to 54 years,Total population AGE 55 to 59 years,Total population AGE 60 to 64 years,Total population AGE 65 to 69 years,Total population AGE 70 to 74 years,Total population AGE 75 to 79 years,Total population AGE 80 to 84 years,Total population AGE 85 years and over,Total population SELECTED AGE CATEGORIES,Total population SELECTED AGE CATEGORIES 5 to 14 years,Total population SELECTED AGE CATEGORIES 15 to 17 years,Total population SELECTED AGE CATEGORIES Under 18 years,Total population SELECTED AGE CATEGORIES 18 to 24 years,Total population SELECTED AGE CATEGORIES 15 to 44 years,Total population SELECTED AGE CATEGORIES 16 years and over,Total population SELECTED AGE CATEGORIES 18 years and over,Total population SELECTED AGE CATEGORIES 21 years and over,Total population SELECTED AGE CATEGORIES 60 years and over,Total population SELECTED AGE CATEGORIES 62 years and over,Total population SELECTED AGE CATEGORIES 65 years and over,Total population SELECTED AGE CATEGORIES 75 years and over,Total population SUMMARY INDICATORS,Total population SUMMARY INDICATORS Median age (years),Total population SUMMARY INDICATORS Sex ratio (males per 100 females),Total population SUMMARY INDICATORS Age dependency ratio,Total population SUMMARY INDICATORS Old-age dependency ratio,Total population SUMMARY INDICATORS Child dependency ratio,Total population PERCENT ALLOCATED,Total population PERCENT ALLOCATED Sex,Total population PERCENT ALLOCATED Age
28,        Estimate,(X),,6.1%,7.2%,5.3%,7.3%,1.0%,8.3%,11.1%,17.4%,7.6%,2.0%,8.7%,7.0%,4.7%,2.1%,2.6%,1.7%,0.0%,0.0%,,12.4%,4.3%,22.8%,4.0%,52.7%,78.8%,77.2%,73.8%,11.1%,9.3%,6.4%,1.7%,,(X),(X),(X),(X),(X),,(X),(X)
29,        Estimate,(X),,7.6%,6.4%,5.8%,6.1%,6.8%,15.3%,9.8%,2.7%,6.9%,9.6%,9.4%,5.4%,3.0%,0.8%,3.0%,1.1%,0.5%,0.0%,,12.1%,3.2%,22.9%,9.7%,47.6%,79.3%,77.1%,72.8%,8.3%,7.0%,5.4%,1.6%,,(X),(X),(X),(X),(X),,(X),(X)
30,        Estimate,(X),,7.2%,5.7%,3.6%,3.5%,4.7%,14.1%,13.4%,8.1%,7.9%,5.5%,7.5%,4.8%,6.0%,3.4%,1.9%,1.1%,0.7%,0.8%,,9.3%,2.4%,18.9%,5.9%,51.7%,82.4%,81.1%,79.6%,13.9%,11.4%,7.9%,2.6%,,(X),(X),(X),(X),(X),,(X),(X)
31,        Estimate,(X),,9.0%,4.9%,4.2%,3.9%,4.2%,14.8%,9.7%,14.9%,8.4%,7.6%,5.6%,4.4%,3.4%,1.9%,1.5%,0.7%,0.4%,0.5%,,9.1%,2.6%,20.7%,5.5%,55.9%,81.5%,79.3%,77.4%,8.4%,6.8%,5.0%,1.6%,,(X),(X),(X),(X),(X),,(X),(X)
32,        Estimate,(X),,6.8%,5.2%,3.4%,5.3%,5.6%,15.3%,12.3%,11.2%,6.4%,8.3%,6.3%,5.1%,2.1%,3.2%,1.2%,1.1%,1.2%,0.1%,,8.6%,2.4%,17.7%,8.5%,56.2%,83.7%,82.3%,78.8%,8.9%,8.0%,6.8%,2.4%,,(X),(X),(X),(X),(X),,(X),(X)
33,        Estimate,(X),,3.4%,9.3%,8.7%,3.5%,1.0%,3.6%,7.0%,7.5%,8.4%,15.3%,6.2%,6.2%,5.1%,10.1%,2.1%,1.7%,0.9%,0.0%,,18.0%,1.9%,23.3%,2.6%,31.0%,78.4%,76.7%,74.1%,19.9%,17.8%,14.8%,2.6%,,(X),(X),(X),(X),(X),,(X),(X)
34,        Estimate,(X),,4.9%,5.5%,5.7%,3.2%,5.8%,14.1%,9.7%,5.7%,6.2%,6.3%,4.4%,5.4%,7.6%,4.9%,3.5%,2.0%,1.5%,3.7%,,11.2%,2.0%,18.1%,7.0%,44.6%,83.2%,81.9%,80.7%,23.2%,20.3%,15.6%,7.2%,,(X),(X),(X),(X),(X),,(X),(X)
35,        Estimate,(X),,5.7%,6.4%,12.1%,10.7%,2.1%,0.7%,5.9%,7.5%,9.0%,12.8%,8.4%,6.6%,3.5%,3.3%,0.9%,2.1%,0.8%,1.4%,,18.5%,10.1%,34.4%,2.7%,35.9%,74.1%,65.6%,64.2%,12.0%,9.8%,8.5%,4.3%,,(X),(X),(X),(X),(X),,(X),(X)
36,        Estimate,(X),,8.3%,9.4%,11.9%,10.1%,1.2%,1.7%,1.9%,4.8%,5.7%,13.1%,6.6%,8.1%,3.5%,5.2%,4.7%,3.0%,0.7%,0.0%,,21.4%,7.7%,37.4%,3.6%,25.4%,67.1%,62.6%,60.0%,17.0%,15.6%,13.5%,3.7%,,(X),(X),(X),(X),(X),,(X),(X)
37,        Estimate,(X),,3.4%,6.0%,9.6%,4.7%,2.0%,3.8%,4.7%,5.4%,6.0%,8.0%,8.8%,10.7%,8.1%,5.6%,6.6%,3.4%,1.3%,1.8%,,15.7%,2.8%,21.9%,4.0%,26.6%,80.2%,78.1%,75.7%,26.8%,24.3%,18.7%,6.5%,,(X),(X),(X),(X),(X),,(X),(X)
38,        Estimate,(X),,6.4%,9.3%,5.5%,5.7%,4.7%,9.0%,8.5%,7.4%,5.9%,7.8%,6.5%,5.5%,4.0%,5.5%,4.3%,2.2%,0.7%,1.2%,,14.8%,4.4%,25.6%,5.9%,41.2%,77.2%,74.4%,72.2%,17.9%,16.8%,13.8%,4.0%,,(X),(X),(X),(X),(X),,(X),(X)
39,        Estimate,(X),,4.3%,5.2%,9.0%,3.4%,4.0%,7.8%,8.2%,4.9%,9.2%,4.7%,14.3%,7.5%,7.1%,3.7%,2.9%,0.9%,1.1%,1.8%,,14.2%,1.8%,20.4%,5.5%,37.5%,81.0%,79.6%,78.1%,17.5%,13.7%,10.3%,3.7%,,(X),(X),(X),(X),(X),,(X),(X)
40,        Estimate,(X),,6.5%,11.6%,10.7%,7.0%,2.4%,2.1%,4.0%,8.1%,10.8%,11.5%,6.2%,4.4%,3.7%,3.3%,3.1%,2.6%,0.5%,1.4%,,22.3%,3.9%,32.8%,5.5%,34.4%,69.1%,67.2%,62.6%,14.7%,13.0%,11.0%,4.5%,,(X),(X),(X),(X),(X),,(X),(X)
41,        Estimate,(X),,4.3%,6.9%,10.5%,5.9%,1.7%,2.8%,6.7%,8.3%,8.5%,6.2%,7.0%,6.7%,6.7%,7.9%,5.3%,1.8%,1.4%,1.4%,,17.5%,4.9%,26.6%,2.7%,33.8%,75.7%,73.4%,72.3%,24.6%,22.4%,17.8%,4.6%,,(X),(X),(X),(X),(X),,(X),(X)
42,        Estimate,(X),,9.0%,11.4%,7.9%,5.5%,3.0%,1.9%,5.4%,7.0%,12.1%,9.0%,8.6%,4.2%,5.4%,3.4%,3.8%,1.3%,0.7%,0.5%,,19.3%,4.5%,32.8%,4.0%,34.8%,69.1%,67.2%,65.1%,15.1%,12.8%,9.7%,2.5%,,(X),(X),(X),(X),(X),,(X),(X)
43,        Estimate,(X),,3.5%,3.9%,3.5%,4.7%,15.2%,21.1%,14.9%,9.2%,5.2%,4.9%,3.5%,3.6%,3.2%,2.0%,1.0%,0.3%,0.3%,0.3%,,7.4%,2.0%,12.9%,17.8%,70.2%,89.1%,87.1%,81.7%,7.0%,6.1%,3.8%,0.8%,,(X),(X),(X),(X),(X),,(X),(X)
44,        Estimate,(X),,4.4%,5.6%,5.6%,7.9%,4.7%,1.8%,10.9%,0.0%,7.9%,7.9%,1.2%,16.8%,9.1%,7.9%,2.9%,1.8%,3.5%,0.0%,,11.2%,4.1%,19.7%,8.5%,33.2%,84.4%,80.3%,76.5%,25.3%,20.3%,16.2%,5.3%,,(X),(X),(X),(X),(X),,(X),(X)
45,        Estimate,(X),,6.6%,7.4%,8.6%,6.5%,7.0%,9.6%,10.2%,10.1%,7.5%,6.1%,6.9%,4.2%,3.9%,2.5%,0.9%,0.9%,1.1%,0.2%,,16.0%,3.3%,25.9%,10.1%,50.8%,76.0%,74.1%,69.5%,9.5%,7.7%,5.5%,2.1%,,(X),(X),(X),(X),(X),,(X),(X)
46,        Estimate,(X),,5.5%,4.4%,4.6%,1.8%,5.0%,13.0%,10.3%,11.2%,7.6%,7.4%,4.1%,7.4%,6.5%,4.2%,3.3%,1.7%,1.0%,0.9%,,8.9%,1.1%,15.5%,5.8%,49.0%,85.2%,84.5%,83.1%,17.6%,14.4%,11.2%,3.7%,,(X),(X),(X),(X),(X),,(X),(X)
47,        Estimate,(X),,4.1%,7.0%,8.7%,7.6%,3.4%,5.1%,4.5%,5.9%,7.0%,10.3%,6.7%,7.5%,6.7%,5.2%,4.5%,3.0%,1.9%,0.9%,,15.7%,5.5%,25.3%,5.5%,33.5%,78.6%,74.7%,72.1%,22.2%,20.2%,15.5%,5.8%,,(X),(X),(X),(X),(X),,(X),(X)
48,        Estimate,(X),,5.0%,6.2%,6.8%,5.8%,7.7%,9.1%,9.6%,7.9%,7.9%,10.2%,3.2%,6.1%,5.3%,3.9%,2.4%,1.4%,0.4%,1.2%,,13.0%,4.6%,22.6%,8.9%,47.9%,81.3%,77.4%,74.2%,14.6%,12.7%,9.3%,3.0%,,(X),(X),(X),(X),(X),,(X),(X)
49,        Estimate,(X),,9.3%,5.8%,4.2%,4.1%,5.4%,8.3%,13.4%,10.4%,8.4%,7.0%,4.7%,5.3%,5.2%,4.0%,1.7%,1.7%,0.7%,0.6%,,10.0%,3.0%,22.3%,6.4%,49.9%,79.5%,77.7%,75.8%,13.8%,10.7%,8.6%,3.0%,,(X),(X),(X),(X),(X),,(X),(X)
50,        Estimate,(X),,5.2%,6.6%,6.1%,5.3%,4.0%,4.6%,11.3%,8.5%,9.0%,7.2%,9.3%,5.1%,6.5%,6.1%,2.5%,1.7%,0.8%,0.2%,,12.7%,3.4%,21.3%,5.9%,42.7%,81.1%,78.7%,76.1%,17.8%,15.5%,11.3%,2.7%,,(X),(X),(X),(X),(X),,(X),(X)
51,        Estimate,(X),,4.3%,7.5%,9.0%,5.4%,3.5%,8.1%,9.7%,9.1%,9.3%,7.0%,4.3%,6.6%,3.9%,4.6%,3.6%,2.2%,0.7%,1.3%,,16.4%,4.2%,25.0%,4.8%,45.1%,77.9%,75.0%,73.1%,16.2%,14.7%,12.3%,4.1%,,(X),(X),(X),(X),(X),,(X),(X)
52,        Estimate,(X),,1.7%,1.2%,2.3%,2.0%,13.9%,28.9%,14.3%,9.9%,6.2%,5.3%,3.2%,2.7%,2.3%,3.0%,1.7%,0.4%,0.1%,0.9%,,3.5%,1.2%,6.4%,14.7%,75.1%,94.0%,93.6%,92.4%,8.4%,7.8%,6.1%,1.4%,,(X),(X),(X),(X),(X),,(X),(X)
53,        Estimate,(X),,9.4%,3.9%,5.0%,5.5%,7.2%,16.0%,10.7%,9.2%,6.5%,4.8%,4.7%,7.9%,2.6%,2.5%,1.9%,1.0%,0.7%,0.4%,,8.9%,3.9%,22.2%,8.8%,55.2%,80.3%,77.8%,75.9%,9.1%,8.2%,6.6%,2.1%,,(X),(X),(X),(X),(X),,(X),(X)
54,        Estimate,(X),,8.0%,7.1%,6.6%,5.6%,6.1%,11.4%,13.8%,8.3%,9.8%,5.2%,4.7%,5.3%,3.0%,1.6%,2.0%,0.9%,0.1%,0.6%,,13.6%,3.1%,24.7%,8.7%,55.0%,77.6%,75.3%,71.4%,8.2%,7.3%,5.2%,1.6%,,(X),(X),(X),(X),(X),,(X),(X)
55,        Estimate,(X),,9.6%,9.4%,7.6%,2.7%,5.6%,7.8%,10.4%,13.0%,8.4%,4.5%,5.0%,3.2%,4.1%,4.5%,1.3%,0.6%,1.4%,0.7%,,17.0%,1.4%,28.0%,7.0%,48.1%,73.0%,72.0%,69.9%,12.7%,10.9%,8.6%,2.7%,,(X),(X),(X),(X),(X),,(X),(X)
56,        Estimate,(X),,4.1%,1.5%,3.4%,6.6%,5.1%,12.0%,17.9%,13.6%,8.2%,7.0%,3.8%,3.6%,4.0%,3.7%,3.3%,1.4%,0.2%,0.6%,,4.9%,1.2%,10.2%,10.6%,63.3%,90.4%,89.8%,82.8%,13.2%,11.7%,9.2%,2.2%,,(X),(X),(X),(X),(X),,(X),(X)
57,        Estimate,(X),,8.2%,4.6%,5.8%,3.6%,4.1%,8.2%,10.6%,11.8%,7.6%,9.8%,5.9%,5.8%,5.2%,4.4%,2.5%,0.9%,0.6%,0.6%,,10.5%,3.0%,21.6%,4.7%,45.8%,80.1%,78.4%,77.0%,14.2%,12.3%,9.0%,2.1%,,(X),(X),(X),(X),(X),,(X),(X)
58,        Estimate,(X),,7.7%,3.9%,4.9%,5.2%,6.4%,12.8%,15.7%,9.4%,6.7%,5.0%,6.7%,5.4%,4.4%,2.4%,1.2%,0.9%,0.6%,0.5%,,8.9%,3.0%,19.6%,8.6%,56.2%,82.6%,80.4%,77.8%,10.0%,7.9%,5.6%,2.0%,,(X),(X),(X),(X),(X),,(X),(X)
59,        Estimate,(X),,6.7%,5.0%,5.3%,5.3%,5.0%,8.6%,9.9%,8.5%,6.6%,8.3%,7.4%,6.5%,3.8%,4.3%,2.9%,2.6%,1.6%,1.7%,,10.3%,3.0%,20.0%,7.3%,43.9%,82.2%,80.0%,77.2%,16.9%,15.9%,13.1%,5.9%,,(X),(X),(X),(X),(X),,(X),(X)
60,        Estimate,(X),,6.3%,5.9%,6.2%,6.0%,6.5%,10.4%,10.3%,8.8%,7.7%,7.0%,5.9%,5.5%,4.6%,3.6%,2.4%,1.4%,0.8%,0.7%,,12.2%,3.4%,21.9%,9.1%,49.7%,80.5%,78.1%,74.2%,13.4%,11.4%,8.8%,2.8%,,(X),(X),(X),(X),(X),,(X),(X)
