,Zip Code,Total population,Total population AGE,Total population AGE Under 5 years,Total population AGE 5 to 9 years,Total population AGE 10 to 14 years,Total population AGE 15 to 19 years,Total population AGE 20 to 24 years,Total population AGE 25 to 29 years,Total population AGE 30 to 34 years,Total population AGE 35 to 39 years,Total population AGE 40 to 44 years,Total population AGE 45 to 49 years,Total population AGE 50 to 54 years,Total population AGE 55 to 59 years,Total population AGE 60 to 64 years,Total population AGE 65 to 69 years,Total population AGE 70 to 74 years,Total population AGE 75 to 79 years,Total population AGE 80 to 84 years,Total population AGE 85 years and over,Total population SELECTED AGE CATEGORIES,Total population SELECTED AGE CATEGORIES 5 to 14 years,Total population SELECTED AGE CATEGORIES 15 to 17 years,Total population SELECTED AGE CATEGORIES Under 18 years,Total population SELECTED AGE CATEGORIES 18 to 24 years,Total population SELECTED AGE CATEGORIES 15 to 44 years,Total population SELECTED AGE CATEGORIES 16 years and over,Total population SELECTED AGE CATEGORIES 18 years and over,Total population SELECTED AGE CATEGORIES 21 years and over,Total population SELECTED AGE CATEGORIES 60 years and over,Total population SELECTED AGE CATEGORIES 62 years and over,Total population SELECTED AGE CATEGORIES 65 years and over,Total population SELECTED AGE CATEGORIES 75 years and over,Total population SUMMARY INDICATORS,Total population SUMMARY INDICATORS Median age (years),Total population SUMMARY INDICATORS Sex ratio (males per 100 females),Total population SUMMARY INDICATORS Age dependency ratio,Total population SUMMARY INDICATORS Old-age dependency ratio,Total population SUMMARY INDICATORS Child dependency ratio,Total population PERCENT ALLOCATED,Total population PERCENT ALLOCATED Sex,Total population PERCENT ALLOCATED Age
10,        Estimate,(X),,5.8%,6.2%,4.4%,1.8%,2.8%,5.3%,8.5%,8.8%,1.8%,9.9%,11.1%,5.6%,9.2%,6.3%,2.5%,4.1%,1.9%,4.0%,,10.6%,1.8%,18.2%,2.8%,28.9%,82.8%,81.8%,81.7%,28.1%,23.9%,18.9%,10.1%,,(X),(X),(X),(X),(X),,(X),(X)
11,        Estimate,(X),,11.7%,11.1%,7.2%,4.7%,3.7%,9.3%,12.2%,6.8%,5.0%,7.0%,3.5%,6.7%,5.7%,2.3%,1.4%,0.8%,0.4%,0.5%,,18.4%,3.9%,34.0%,4.4%,41.6%,68.9%,66.0%,64.2%,11.1%,7.7%,5.4%,1.7%,,(X),(X),(X),(X),(X),,(X),(X)
12,        Estimate,(X),,2.9%,3.7%,8.4%,7.1%,3.1%,2.8%,5.0%,8.2%,5.4%,5.4%,5.4%,7.8%,10.0%,7.3%,5.8%,4.8%,2.7%,4.1%,,12.1%,4.4%,19.5%,5.7%,31.6%,83.4%,80.5%,76.5%,34.8%,29.9%,24.8%,11.7%,,(X),(X),(X),(X),(X),,(X),(X)
13,        Estimate,(X),,5.4%,6.5%,10.2%,6.4%,3.9%,8.6%,8.7%,8.2%,10.0%,8.0%,6.2%,5.3%,4.5%,3.7%,1.6%,1.5%,0.7%,0.7%,,16.7%,3.8%,25.9%,6.5%,45.8%,76.9%,74.1%,70.6%,12.7%,10.7%,8.1%,2.9%,,(X),(X),(X),(X),(X),,(X),(X)
14,        Estimate,(X),,0.9%,1.7%,0.0%,11.6%,0.0%,2.6%,3.2%,11.0%,0.0%,5.2%,2.3%,16.5%,20.2%,5.2%,11.3%,4.0%,0.0%,4.3%,,1.7%,4.9%,7.5%,6.6%,28.3%,97.4%,92.5%,85.8%,45.1%,40.5%,24.9%,8.4%,,(X),(X),(X),(X),(X),,(X),(X)
15,        Estimate,(X),,6.2%,7.3%,6.2%,7.1%,5.8%,7.1%,9.2%,6.7%,9.3%,8.1%,7.4%,5.8%,5.3%,3.6%,2.1%,1.0%,0.4%,1.4%,,13.5%,5.7%,25.4%,7.3%,45.1%,78.6%,74.6%,71.7%,13.8%,11.9%,8.5%,2.8%,,(X),(X),(X),(X),(X),,(X),(X)
16,        Estimate,(X),,12.5%,5.3%,7.1%,3.6%,2.1%,3.5%,6.9%,6.3%,6.4%,4.7%,9.4%,7.0%,10.1%,6.9%,3.9%,2.5%,1.1%,0.8%,,12.5%,3.2%,28.1%,2.5%,28.7%,74.2%,71.9%,71.4%,25.2%,20.7%,15.1%,4.3%,,(X),(X),(X),(X),(X),,(X),(X)
17,        Estimate,(X),,1.9%,0.6%,0.6%,1.5%,6.8%,18.2%,17.2%,6.1%,9.3%,11.3%,3.6%,7.7%,4.6%,3.9%,4.5%,2.0%,0.3%,0.0%,,1.2%,0.0%,3.1%,8.4%,59.1%,96.9%,96.9%,93.5%,15.2%,11.5%,10.7%,2.3%,,(X),(X),(X),(X),(X),,(X),(X)
18,        Estimate,(X),,6.6%,5.8%,2.2%,5.4%,6.7%,14.6%,14.1%,6.1%,6.5%,4.9%,6.8%,3.8%,3.7%,5.1%,2.8%,0.8%,1.4%,2.7%,,8.0%,3.7%,18.3%,8.4%,53.4%,84.1%,81.7%,77.8%,16.4%,15.3%,12.8%,4.9%,,(X),(X),(X),(X),(X),,(X),(X)
19,        Estimate,(X),,6.4%,5.3%,3.6%,3.5%,2.6%,8.8%,11.3%,8.1%,9.2%,8.6%,5.1%,8.3%,7.0%,4.1%,4.3%,1.8%,1.1%,0.8%,,9.0%,2.8%,18.2%,3.3%,43.4%,83.8%,81.8%,81.0%,19.2%,16.2%,12.2%,3.8%,,(X),(X),(X),(X),(X),,(X),(X)
20,        Estimate,(X),,3.9%,3.2%,2.4%,4.3%,11.2%,16.1%,12.1%,11.9%,6.5%,5.9%,4.9%,5.4%,3.6%,3.9%,1.6%,1.3%,0.7%,1.1%,,5.6%,1.5%,11.0%,14.1%,62.1%,90.2%,89.0%,84.7%,12.2%,10.5%,8.6%,3.1%,,(X),(X),(X),(X),(X),,(X),(X)
21,        Estimate,(X),,0.5%,0.3%,0.4%,35.8%,42.8%,8.6%,4.2%,2.3%,1.5%,0.6%,0.7%,0.5%,0.6%,0.3%,0.2%,0.3%,0.1%,0.2%,,0.7%,1.1%,2.3%,77.5%,95.2%,98.8%,97.7%,47.7%,1.7%,1.4%,1.1%,0.5%,,(X),(X),(X),(X),(X),,(X),(X)
22,        Estimate,(X),,0.0%,0.0%,0.0%,68.4%,30.1%,1.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,3.7%,3.7%,94.8%,100.0%,100.0%,96.3%,10.6%,0.0%,0.0%,0.0%,0.0%,,(X),(X),(X),(X),(X),,(X),(X)
23,        Estimate,(X),,8.0%,7.3%,8.6%,9.3%,2.1%,8.5%,4.9%,1.1%,8.6%,5.2%,5.8%,12.9%,4.6%,5.1%,3.0%,0.0%,1.9%,3.2%,,15.8%,5.4%,29.2%,6.1%,34.4%,74.2%,70.8%,66.9%,17.9%,16.7%,13.2%,5.1%,,(X),(X),(X),(X),(X),,(X),(X)
24,        Estimate,(X),,3.5%,5.3%,4.6%,5.4%,5.2%,9.7%,12.4%,9.4%,11.1%,4.8%,5.6%,6.4%,2.8%,3.0%,2.8%,4.1%,1.6%,2.3%,,9.9%,4.0%,17.3%,6.7%,53.3%,85.9%,82.7%,80.4%,16.6%,14.3%,13.8%,8.1%,,(X),(X),(X),(X),(X),,(X),(X)
25,        Estimate,(X),,6.8%,4.5%,1.6%,0.6%,5.7%,19.9%,11.8%,9.0%,8.2%,6.1%,1.7%,5.2%,6.8%,3.8%,2.3%,2.0%,1.4%,2.7%,,6.2%,0.3%,13.2%,6.0%,55.2%,87.1%,86.8%,85.6%,18.9%,15.5%,12.1%,6.1%,,(X),(X),(X),(X),(X),,(X),(X)
26,        Estimate,(X),,8.6%,6.2%,5.0%,3.6%,3.8%,11.0%,9.4%,12.7%,6.7%,5.4%,4.1%,5.3%,4.7%,4.1%,4.5%,1.9%,1.3%,1.7%,,11.1%,2.8%,22.6%,4.6%,47.3%,79.0%,77.4%,76.2%,18.1%,15.9%,13.5%,4.9%,,(X),(X),(X),(X),(X),,(X),(X)
27,        Estimate,(X),,9.2%,7.1%,11.5%,6.3%,8.6%,7.3%,8.8%,10.3%,8.5%,5.2%,4.9%,4.3%,2.0%,2.5%,0.9%,1.5%,0.5%,0.4%,,18.6%,4.1%,31.9%,10.9%,50.0%,70.6%,68.1%,63.0%,7.8%,7.2%,5.8%,2.4%,,(X),(X),(X),(X),(X),,(X),(X)
28,        Estimate,(X),,6.3%,4.5%,7.9%,3.3%,3.2%,5.0%,9.0%,11.0%,9.8%,2.6%,4.1%,4.4%,14.3%,7.8%,2.7%,2.0%,1.7%,0.4%,,12.4%,3.3%,21.9%,3.2%,41.4%,80.4%,78.1%,78.1%,28.9%,25.7%,14.6%,4.1%,,(X),(X),(X),(X),(X),,(X),(X)
29,        Estimate,(X),,3.1%,6.4%,8.6%,10.2%,4.0%,13.1%,4.6%,6.3%,10.2%,6.1%,8.9%,4.1%,4.6%,3.0%,2.5%,0.7%,2.6%,0.8%,,15.0%,7.8%,25.9%,6.4%,48.4%,79.9%,74.1%,71.6%,14.4%,13.7%,9.7%,4.2%,,(X),(X),(X),(X),(X),,(X),(X)
30,        Estimate,(X),,7.2%,5.5%,2.6%,2.5%,3.0%,13.6%,10.1%,9.5%,8.3%,7.0%,5.5%,8.1%,6.7%,4.0%,2.7%,1.2%,1.2%,1.4%,,8.1%,1.5%,16.8%,4.0%,46.9%,84.0%,83.2%,81.7%,17.1%,14.0%,10.4%,3.8%,,(X),(X),(X),(X),(X),,(X),(X)
31,        Estimate,(X),,7.0%,5.5%,6.2%,4.3%,5.7%,10.1%,10.4%,11.7%,9.0%,5.9%,7.5%,3.7%,4.2%,3.1%,2.6%,0.8%,0.6%,1.6%,,11.8%,2.9%,21.7%,7.0%,51.2%,80.7%,78.3%,75.2%,12.9%,10.8%,8.7%,3.0%,,(X),(X),(X),(X),(X),,(X),(X)
32,        Estimate,(X),,7.0%,4.3%,4.7%,5.1%,5.3%,7.6%,10.2%,8.6%,9.4%,9.5%,6.3%,6.3%,4.5%,3.3%,3.6%,0.6%,1.6%,2.0%,,9.0%,2.4%,18.4%,8.0%,46.2%,83.1%,81.6%,78.6%,15.7%,13.2%,11.2%,4.2%,,(X),(X),(X),(X),(X),,(X),(X)
33,        Estimate,(X),,8.2%,5.0%,8.0%,6.2%,1.8%,5.3%,9.5%,6.0%,6.6%,10.6%,8.5%,5.9%,5.1%,5.1%,6.2%,0.9%,0.7%,0.3%,,13.0%,4.9%,26.1%,3.1%,35.5%,77.3%,73.9%,72.4%,18.4%,16.4%,13.2%,1.9%,,(X),(X),(X),(X),(X),,(X),(X)
34,        Estimate,(X),,4.5%,5.9%,3.5%,4.0%,5.6%,7.5%,8.3%,6.4%,6.6%,6.0%,5.3%,8.0%,8.4%,4.2%,4.7%,2.8%,1.5%,6.6%,,9.4%,3.3%,17.1%,6.3%,38.5%,84.6%,82.9%,81.8%,28.3%,24.1%,19.9%,11.0%,,(X),(X),(X),(X),(X),,(X),(X)
35,        Estimate,(X),,7.7%,5.5%,11.6%,7.8%,12.0%,1.3%,4.0%,5.6%,7.8%,13.0%,12.1%,1.7%,3.7%,1.6%,1.8%,1.0%,0.8%,1.1%,,17.1%,7.0%,31.8%,12.8%,38.4%,74.3%,68.2%,64.6%,10.0%,8.2%,6.3%,2.9%,,(X),(X),(X),(X),(X),,(X),(X)
36,        Estimate,(X),,2.0%,10.3%,11.0%,6.3%,0.8%,2.4%,1.0%,5.4%,14.8%,9.1%,7.5%,8.4%,6.1%,6.2%,6.7%,0.4%,0.0%,1.6%,,21.2%,5.1%,28.3%,2.0%,30.7%,74.9%,71.7%,70.0%,20.9%,18.0%,14.9%,2.0%,,(X),(X),(X),(X),(X),,(X),(X)
37,        Estimate,(X),,3.9%,7.7%,4.7%,5.7%,1.9%,4.1%,3.8%,6.1%,8.6%,8.8%,9.1%,7.5%,8.7%,7.7%,6.0%,2.6%,1.8%,1.4%,,12.4%,5.1%,21.5%,2.4%,30.1%,81.7%,78.5%,77.8%,28.2%,24.2%,19.5%,5.8%,,(X),(X),(X),(X),(X),,(X),(X)
38,        Estimate,(X),,6.9%,7.7%,3.8%,4.4%,3.0%,7.0%,10.8%,9.4%,5.1%,6.9%,5.4%,4.7%,7.8%,5.3%,4.0%,1.8%,3.1%,2.8%,,11.6%,2.5%,21.1%,4.8%,39.7%,81.0%,78.9%,77.0%,24.7%,22.7%,16.9%,7.6%,,(X),(X),(X),(X),(X),,(X),(X)
39,        Estimate,(X),,3.9%,3.6%,6.4%,6.1%,8.5%,8.8%,3.6%,5.6%,8.8%,4.4%,10.4%,6.5%,8.4%,5.5%,4.2%,1.6%,2.1%,1.6%,,10.0%,2.5%,16.3%,12.2%,41.5%,85.0%,83.7%,80.1%,23.4%,18.7%,15.1%,5.3%,,(X),(X),(X),(X),(X),,(X),(X)
40,        Estimate,(X),,6.1%,15.5%,8.3%,6.6%,2.1%,1.1%,3.6%,10.4%,9.4%,7.8%,5.4%,5.2%,5.5%,3.9%,4.2%,2.2%,0.8%,2.0%,,23.8%,6.6%,36.4%,2.1%,33.3%,67.1%,63.6%,63.2%,18.6%,16.9%,13.1%,5.0%,,(X),(X),(X),(X),(X),,(X),(X)
41,        Estimate,(X),,3.1%,5.2%,7.6%,5.5%,2.3%,3.7%,7.3%,8.0%,6.6%,7.4%,9.3%,6.8%,7.9%,8.3%,4.6%,2.9%,1.6%,1.7%,,12.8%,4.4%,20.3%,3.4%,33.4%,82.4%,79.7%,78.0%,27.1%,24.1%,19.2%,6.3%,,(X),(X),(X),(X),(X),,(X),(X)
42,        Estimate,(X),,6.5%,10.4%,7.1%,5.0%,0.9%,3.8%,6.3%,9.8%,10.8%,9.2%,8.1%,6.1%,6.1%,2.9%,2.2%,1.2%,1.3%,2.3%,,17.5%,4.6%,28.7%,1.2%,36.6%,74.8%,71.3%,70.8%,16.0%,14.0%,9.9%,4.8%,,(X),(X),(X),(X),(X),,(X),(X)
43,        Estimate,(X),,7.6%,5.2%,4.2%,4.4%,15.6%,17.4%,12.1%,7.0%,5.2%,5.5%,3.3%,4.0%,3.0%,2.0%,1.1%,0.9%,0.4%,1.0%,,9.4%,2.3%,19.3%,17.7%,61.8%,82.1%,80.7%,75.8%,8.5%,7.4%,5.5%,2.4%,,(X),(X),(X),(X),(X),,(X),(X)
44,        Estimate,(X),,9.7%,10.0%,5.8%,12.8%,5.7%,16.4%,0.9%,3.5%,3.8%,8.2%,3.8%,0.7%,4.9%,2.6%,0.0%,3.3%,2.7%,5.1%,,15.9%,12.2%,37.8%,6.2%,43.1%,66.1%,62.2%,61.7%,18.6%,17.7%,13.7%,11.1%,,(X),(X),(X),(X),(X),,(X),(X)
45,        Estimate,(X),,7.5%,7.7%,7.7%,8.0%,6.5%,10.4%,10.1%,8.5%,7.7%,6.2%,5.5%,4.1%,2.9%,2.1%,1.4%,2.4%,0.7%,0.5%,,15.5%,5.7%,28.6%,8.8%,51.1%,75.0%,71.4%,67.7%,10.1%,9.6%,7.2%,3.6%,,(X),(X),(X),(X),(X),,(X),(X)
46,        Estimate,(X),,6.9%,3.9%,4.0%,2.8%,6.7%,12.7%,10.6%,8.1%,7.9%,5.6%,4.9%,6.7%,4.8%,4.9%,5.1%,1.9%,1.0%,1.4%,,7.9%,1.5%,16.3%,8.0%,48.8%,84.6%,83.7%,82.0%,19.2%,17.4%,14.4%,4.3%,,(X),(X),(X),(X),(X),,(X),(X)
47,        Estimate,(X),,4.0%,5.7%,8.5%,9.1%,3.2%,5.9%,4.6%,5.6%,7.8%,9.8%,7.1%,7.5%,6.4%,5.5%,3.7%,2.6%,1.3%,1.7%,,14.2%,6.4%,24.6%,5.9%,36.2%,79.4%,75.4%,72.0%,21.3%,18.3%,14.9%,5.6%,,(X),(X),(X),(X),(X),,(X),(X)
48,        Estimate,(X),,6.7%,9.3%,5.0%,6.1%,3.6%,7.8%,9.0%,6.9%,7.6%,8.6%,4.2%,6.1%,5.7%,5.9%,3.4%,1.3%,1.0%,1.9%,,14.3%,4.0%,25.0%,5.7%,40.9%,78.0%,75.0%,72.5%,19.1%,17.1%,13.4%,4.2%,,(X),(X),(X),(X),(X),,(X),(X)
49,        Estimate,(X),,6.9%,5.7%,4.4%,5.0%,4.2%,12.5%,9.7%,11.2%,7.3%,6.8%,5.2%,6.6%,4.6%,4.1%,3.0%,1.3%,0.5%,0.9%,,10.2%,3.5%,20.6%,5.7%,49.8%,82.0%,79.4%,77.4%,14.4%,12.0%,9.8%,2.7%,,(X),(X),(X),(X),(X),,(X),(X)
50,        Estimate,(X),,4.6%,5.5%,7.6%,3.1%,3.8%,7.2%,7.3%,7.5%,7.4%,7.1%,8.9%,7.9%,8.3%,6.5%,3.5%,1.4%,0.8%,1.5%,,13.2%,2.2%,20.0%,4.6%,36.3%,81.6%,80.0%,78.3%,22.0%,19.8%,13.7%,3.6%,,(X),(X),(X),(X),(X),,(X),(X)
51,        Estimate,(X),,6.8%,5.8%,6.8%,4.1%,4.0%,6.2%,8.4%,7.8%,8.4%,7.2%,7.6%,6.4%,5.6%,6.3%,3.4%,2.4%,1.4%,1.4%,,12.7%,3.1%,22.6%,5.0%,38.8%,79.3%,77.4%,76.0%,20.5%,18.3%,15.0%,5.3%,,(X),(X),(X),(X),(X),,(X),(X)
52,        Estimate,(X),,3.1%,0.7%,1.6%,2.6%,16.5%,29.6%,14.9%,7.7%,4.1%,4.3%,4.4%,3.6%,2.7%,1.0%,1.9%,0.9%,0.0%,0.6%,,2.3%,1.1%,6.5%,17.9%,75.2%,94.6%,93.5%,89.7%,7.1%,6.1%,4.4%,1.5%,,(X),(X),(X),(X),(X),,(X),(X)
53,        Estimate,(X),,5.0%,3.1%,3.7%,5.5%,11.1%,13.8%,12.8%,7.7%,7.4%,6.4%,4.8%,4.8%,1.8%,3.3%,2.4%,2.9%,2.6%,0.8%,,6.8%,3.1%,14.9%,13.6%,58.4%,87.0%,85.1%,82.4%,13.8%,13.4%,12.0%,6.3%,,(X),(X),(X),(X),(X),,(X),(X)
54,        Estimate,(X),,6.8%,7.4%,8.3%,4.9%,5.5%,9.6%,11.2%,8.4%,7.0%,5.7%,5.8%,5.1%,5.0%,4.0%,2.0%,1.6%,0.7%,1.0%,,15.8%,3.1%,25.6%,7.4%,46.6%,76.5%,74.4%,71.7%,14.4%,12.8%,9.3%,3.3%,,(X),(X),(X),(X),(X),,(X),(X)
55,        Estimate,(X),,9.0%,6.1%,3.9%,6.7%,6.9%,11.0%,10.7%,8.0%,8.9%,4.9%,5.5%,3.8%,4.6%,3.7%,1.9%,2.1%,0.2%,1.8%,,10.0%,5.1%,24.2%,8.4%,52.2%,79.6%,75.8%,73.2%,14.4%,12.3%,9.8%,4.1%,,(X),(X),(X),(X),(X),,(X),(X)
56,        Estimate,(X),,1.9%,5.3%,3.7%,5.2%,5.4%,17.6%,14.3%,8.6%,4.8%,5.7%,5.2%,5.0%,6.2%,2.5%,1.6%,2.6%,0.6%,3.8%,,9.0%,1.7%,12.6%,8.9%,55.9%,88.8%,87.4%,83.1%,17.3%,13.0%,11.1%,7.0%,,(X),(X),(X),(X),(X),,(X),(X)
57,        Estimate,(X),,4.6%,5.8%,8.4%,5.8%,2.4%,8.8%,11.3%,9.0%,6.1%,6.1%,6.1%,3.2%,7.8%,3.9%,2.5%,1.6%,2.7%,4.1%,,14.2%,4.8%,23.6%,3.4%,43.3%,78.3%,76.4%,75.1%,22.4%,19.1%,14.7%,8.3%,,(X),(X),(X),(X),(X),,(X),(X)
58,        Estimate,(X),,8.9%,6.7%,6.2%,4.0%,6.4%,13.1%,13.0%,7.5%,7.6%,4.7%,4.6%,4.1%,4.3%,3.1%,2.6%,1.2%,0.7%,1.2%,,12.9%,2.1%,23.9%,8.3%,51.6%,77.5%,76.1%,73.6%,13.1%,11.4%,8.8%,3.1%,,(X),(X),(X),(X),(X),,(X),(X)
59,        Estimate,(X),,4.7%,4.6%,4.2%,2.9%,4.7%,9.7%,12.7%,8.5%,6.3%,6.3%,7.0%,6.7%,5.4%,4.5%,4.1%,2.9%,1.6%,3.0%,,8.8%,2.2%,15.8%,5.4%,44.8%,85.8%,84.2%,83.3%,21.5%,19.5%,16.1%,7.5%,,(X),(X),(X),(X),(X),,(X),(X)
60,        Estimate,(X),,6.1%,5.8%,6.1%,6.0%,6.6%,9.9%,9.6%,8.1%,7.4%,6.7%,5.9%,5.5%,5.2%,3.9%,2.8%,1.7%,1.0%,1.5%,,11.9%,3.4%,21.4%,9.2%,47.7%,80.9%,78.6%,74.7%,16.1%,14.0%,10.9%,4.1%,,(X),(X),(X),(X),(X),,(X),(X)
